,sid,user_id,other_id,participant_condition,other_condition,question_content,Unnamed: 0,index,measure,gpt_rating,transcription_quality
74,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p5,U,S,other_liked,141.0,141.0,6.0,5.0,3.0
75,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p5,U,S,video_conf_quality,143.0,143.0,7.0,6.0,3.0
76,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p7,S,U,conversation_quality,158.0,158.0,6.0,4.0,3.0
77,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p7,S,U,liked,156.0,156.0,6.0,4.0,3.0
78,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p7,S,U,other_liked,157.0,157.0,6.0,4.5,3.0
79,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p7,S,U,video_conf_quality,159.0,159.0,7.0,6.0,3.0
80,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p8,U,U,conversation_quality,166.0,166.0,6.0,4.0,3.25
81,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p8,U,U,liked,164.0,164.0,6.0,4.0,3.25
82,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p8,U,U,other_liked,165.0,165.0,6.0,4.75,3.25
83,mkprolific_participant_real_22,mkprolific_participant_real_22p3,mkprolific_participant_real_22p8,U,U,video_conf_quality,167.0,167.0,7.0,5.5,3.25
84,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p5,S,U,conversation_quality,174.0,174.0,4.0,4.0,3.0
85,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p5,S,U,liked,172.0,172.0,4.0,4.0,3.0
86,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p5,S,U,other_liked,173.0,173.0,4.0,5.0,3.0
87,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p5,S,U,video_conf_quality,175.0,175.0,5.0,6.0,3.0
88,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p6,U,U,conversation_quality,182.0,182.0,4.0,3.25,3.0
89,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p6,U,U,liked,180.0,180.0,5.0,3.25,3.0
90,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p6,U,U,other_liked,181.0,181.0,5.0,4.25,3.0
91,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p6,U,U,video_conf_quality,183.0,183.0,3.0,2.5,3.0
92,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p7,U,S,conversation_quality,190.0,190.0,4.0,3.75,3.5
93,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p7,U,S,liked,188.0,188.0,4.0,3.75,3.5
94,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p7,U,S,other_liked,189.0,189.0,4.0,4.75,3.5
95,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p7,U,S,video_conf_quality,191.0,191.0,5.0,6.0,3.5
96,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p8,S,S,conversation_quality,198.0,198.0,5.0,4.0,3.0
97,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p8,S,S,liked,196.0,196.0,6.0,4.0,3.0
98,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p8,S,S,other_liked,197.0,197.0,5.0,5.0,3.0
99,mkprolific_participant_real_22,mkprolific_participant_real_22p4,mkprolific_participant_real_22p8,S,S,video_conf_quality,199.0,199.0,6.0,6.0,3.0
100,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p1,U,U,conversation_quality,90.0,90.0,7.0,4.0,3.5
101,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p1,U,U,liked,88.0,88.0,7.0,4.0,3.5
102,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p1,U,U,other_liked,89.0,89.0,6.0,5.0,3.5
103,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p1,U,U,video_conf_quality,91.0,91.0,7.0,4.5,3.5
104,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p2,S,S,conversation_quality,118.0,118.0,6.0,4.0,3.25
105,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p2,S,S,liked,116.0,116.0,6.0,4.0,3.25
106,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p2,S,S,other_liked,117.0,117.0,6.0,5.0,3.25
107,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p2,S,S,video_conf_quality,119.0,119.0,6.0,6.0,3.25
108,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p3,S,U,conversation_quality,146.0,146.0,5.0,3.75,3.0
109,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p3,S,U,liked,144.0,144.0,5.0,4.0,3.0
110,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p3,S,U,other_liked,145.0,145.0,5.0,5.75,3.0
111,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p3,S,U,video_conf_quality,147.0,147.0,6.0,6.0,3.0
112,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p4,U,S,conversation_quality,178.0,178.0,4.0,5.0,3.0
113,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p4,U,S,liked,176.0,176.0,5.0,5.0,3.0
114,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p4,U,S,other_liked,177.0,177.0,4.0,5.0,3.0
115,mkprolific_participant_real_22,mkprolific_participant_real_22p5,mkprolific_participant_real_22p4,U,S,video_conf_quality,179.0,179.0,6.0,6.0,3.0
116,mkprolific_participant_real_22,mkprolific_participant_real_22p6,mkprolific_participant_real_22p4,U,U,conversation_quality,186.0,186.0,4.0,4.0,3.0
117,mkprolific_participant_real_22,mkprolific_participant_real_22p6,mkprolific_participant_real_22p4,U,U,liked,184.0,184.0,4.0,4.0,3.0
118,mkprolific_participant_real_22,mkprolific_participant_real_22p6,mkprolific_participant_real_22p4,U,U,other_liked,185.0,185.0,4.0,4.25,3.0
119,mkprolific_participant_real_22,mkprolific_participant_real_22p6,mkprolific_participant_real_22p4,U,U,video_conf_quality,187.0,187.0,4.0,4.5,3.0
120,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p1,S,S,conversation_quality,106.0,106.0,6.0,3.75,3.5
121,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p1,S,S,liked,104.0,104.0,6.0,3.75,3.5
122,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p1,S,S,other_liked,105.0,105.0,6.0,4.75,3.5
123,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p1,S,S,video_conf_quality,107.0,107.0,6.0,6.0,3.5
124,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p2,U,U,conversation_quality,134.0,134.0,6.0,4.0,3.25
125,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p2,U,U,liked,132.0,132.0,6.0,4.0,3.25
126,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p2,U,U,other_liked,133.0,133.0,6.0,5.0,3.25
127,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p2,U,U,video_conf_quality,135.0,135.0,6.0,6.0,3.25
128,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p3,U,S,conversation_quality,162.0,162.0,6.0,3.5,3.0
129,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p3,U,S,liked,160.0,160.0,6.0,3.5,3.0
130,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p3,U,S,other_liked,161.0,161.0,6.0,5.5,3.0
131,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p3,U,S,video_conf_quality,163.0,163.0,6.0,6.0,3.0
132,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p4,S,U,conversation_quality,194.0,194.0,6.0,4.25,3.5
133,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p4,S,U,liked,192.0,192.0,6.0,4.25,3.5
134,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p4,S,U,other_liked,193.0,193.0,6.0,4.75,3.5
135,mkprolific_participant_real_22,mkprolific_participant_real_22p7,mkprolific_participant_real_22p4,S,U,video_conf_quality,195.0,195.0,6.0,6.0,3.5
136,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p3,U,U,conversation_quality,170.0,170.0,5.0,4.25,3.25
137,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p3,U,U,liked,168.0,168.0,5.0,4.25,3.25
138,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p3,U,U,other_liked,169.0,169.0,5.0,5.5,3.25
139,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p3,U,U,video_conf_quality,171.0,171.0,6.0,5.5,3.25
140,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p4,S,S,conversation_quality,202.0,202.0,7.0,4.5,3.0
141,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p4,S,S,liked,200.0,200.0,7.0,5.0,3.0
142,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p4,S,S,other_liked,201.0,201.0,7.0,5.0,3.0
143,mkprolific_participant_real_22,mkprolific_participant_real_22p8,mkprolific_participant_real_22p4,S,S,video_conf_quality,203.0,203.0,7.0,6.0,3.0
144,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,S,S,conversation_quality,214.0,214.0,7.0,4.0,3.5
145,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,S,S,liked,212.0,212.0,7.0,4.0,3.5
146,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,S,S,other_liked,213.0,213.0,6.0,4.75,3.5
147,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,S,S,video_conf_quality,215.0,215.0,7.0,5.0,3.5
148,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,U,S,conversation_quality,222.0,222.0,7.0,4.5,3.25
149,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,U,S,liked,220.0,220.0,7.0,4.5,3.25
150,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,U,S,other_liked,221.0,221.0,7.0,5.5,3.25
151,mkprolific_participant_real_31,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,U,S,video_conf_quality,223.0,223.0,7.0,6.0,3.25
152,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,U,S,conversation_quality,234.0,234.0,3.0,4.0,3.0
153,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,U,S,liked,232.0,232.0,5.0,4.0,3.0
154,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,U,S,other_liked,233.0,233.0,6.0,4.5,3.0
155,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,U,S,video_conf_quality,235.0,235.0,6.0,5.5,3.0
156,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,S,S,conversation_quality,242.0,242.0,4.0,4.0,3.0
157,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,S,S,liked,240.0,240.0,6.0,4.0,3.0
158,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,S,S,other_liked,241.0,241.0,6.0,4.75,3.0
159,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,S,S,video_conf_quality,243.0,243.0,5.0,6.0,3.0
160,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,S,U,conversation_quality,250.0,250.0,7.0,3.25,3.0
161,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,S,U,liked,248.0,248.0,6.0,3.25,3.0
162,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,S,U,other_liked,249.0,249.0,6.0,4.25,3.0
163,mkprolific_participant_real_31,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,S,U,video_conf_quality,251.0,251.0,3.0,6.0,3.0
164,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,S,U,conversation_quality,262.0,262.0,7.0,3.75,3.0
165,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,S,U,liked,260.0,260.0,6.0,4.0,3.0
166,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,S,U,other_liked,261.0,261.0,6.0,4.25,3.0
167,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,S,U,video_conf_quality,263.0,263.0,7.0,6.0,3.0
168,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,U,U,conversation_quality,270.0,270.0,7.0,4.0,2.5
169,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,U,U,liked,268.0,268.0,7.0,4.0,2.5
170,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,U,U,other_liked,269.0,269.0,7.0,4.75,2.5
171,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,U,U,video_conf_quality,271.0,271.0,7.0,5.25,2.5
172,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,U,S,conversation_quality,278.0,278.0,7.0,3.0,2.75
173,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,U,S,liked,276.0,276.0,7.0,3.0,2.75
174,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,U,S,other_liked,277.0,277.0,7.0,4.0,2.75
175,mkprolific_participant_real_31,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,U,S,video_conf_quality,279.0,279.0,7.0,4.5,2.75
176,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,S,S,conversation_quality,218.0,218.0,7.0,4.75,3.5
177,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,S,S,liked,216.0,216.0,7.0,4.75,3.5
178,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,S,S,other_liked,217.0,217.0,7.0,4.75,3.5
179,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,S,S,video_conf_quality,219.0,219.0,7.0,5.0,3.5
180,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,S,U,conversation_quality,238.0,238.0,7.0,4.0,3.0
181,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,S,U,liked,236.0,236.0,7.0,4.0,3.0
182,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,S,U,other_liked,237.0,237.0,7.0,5.5,3.0
183,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,S,U,video_conf_quality,239.0,239.0,7.0,5.5,3.0
184,mkprolific_participant_real_31,mkprolific_participant_real_31p5,mkprolific_participant_real_31p4,U,S,conversation_quality,266.0,266.0,7.0,3.75,3.0
